precio,vendido,edad_del_modelo,km_por_ano
88285.54,1,5,13042.09136
50505.45,1,8,24021.00884
80468.33,0,14,18647.42258
47749.08,0,17,22550.0720799999
91893.61,0,17,38579.09848
48953.08,0,19,18341.64798
45765.13,1,15,26132.4629199999
105247.41,1,15,18267.61834
32747.11,1,20,12614.00692
58375.09,1,19,27730.53754
104096.76,0,17,21446.06484
61805.74,1,16,11366.76842
77478.87,0,9,18509.01934
84159.34,0,9,24228.6137
33712.61,1,20,32362.21806
82649.98,0,13,14092.99038
56333.34,0,9,27407.0602
57636.15,1,11,37162.87928
56615.72,1,11,28363.00816
30263.46,1,8,16519.8751
117005.97,0,4,36211.75934
50205.9,1,10,32497.40262
40280.75,1,18,40302.70162
33545.22,1,13,12053.9566
87959.96,1,11,13697.09274
33336.11,1,15,24275.28456
96974.93,0,10,25076.73588
40168.68,1,16,12948.74964
21534.53,1,18,34124.44536
49920.91,1,12,28771.78052
36714.65,1,14,15354.71294
68440.58,0,17,19712.8056599999
61954.5,0,20,15877.74844
52548.44,1,8,30395.60458
43034.65,1,15,27897.9089
60187.38,0,10,40075.78468
70318.79,0,3,25894.2806
55756.53,0,15,17678.5999
53043.59,0,16,28174.71538
21089.05,1,15,37351.17206
39929.11,1,20,28148.96594
110461.58,0,20,15523.69364
67182.73,1,11,17330.98246
90403.36,1,13,23720.06226
97581.38,0,14,26705.38796
36097.73,1,18,24935.11396
27203.61,1,18,21635.96696
45955.15,1,17,16191.56974
24267.16,1,19,28285.75984
98962.37,0,10,19209.08224
96558.37,0,14,26945.17962
66044.65,0,11,27836.75398
75420.39,0,14,28824.88874
84528.51,0,13,29660.1362
83361.13,0,11,10059.9843399999
41559.47,1,13,37111.3804
63754.23,1,20,21793.68228
66313.92,1,17,25089.6106
29496.83,1,20,26481.6897
13360.55,1,16,12317.88836
90064.6,1,19,20195.60766
95105.47,1,13,9932.84648
58825.09,1,20,13589.26696
44427.39,1,10,25619.08346
95683.94,0,10,26315.92768
23322.97,1,13,18883.99556
64415.01,1,19,17405.0121
91959.09,0,19,39438.48604
71021.25,0,9,14072.06896
54510.11,1,12,27687.08536
91130.74,0,18,28160.23132
63578.49,0,6,42349.7821
30312.14,1,19,8820.79254
81732.27,1,20,15608.9886599999
112389.23,1,11,27963.89184
86982.1,1,9,16643.79428
48812.38,1,11,27878.59682
29527.02,1,14,37238.51826
48880.11,0,8,17200.62592
58764.43,1,9,42377.14088
100352.6,1,15,10013.31348
62426.55,0,11,35841.61114
84852.82,1,15,20068.4698
80719.24,0,18,18193.5887
95981.53,0,7,31217.9773199999
37362.07,1,10,11101.22732
25774.88,1,13,20609.20804
81036.07,0,15,14229.78428
46095.6,1,14,15510.81892
64190.14,1,18,20614.03606
78324.7,0,10,16236.63126
64925.08,0,20,32600.40038
76602.2,0,12,22167.04916
49046.15,1,18,23697.5315
36125.22,1,17,20879.57716
42443.65,1,8,24535.99764
99192.02,0,17,25784.84548
79199.15,0,18,10885.57576
28187.24,1,17,16600.3421
27429.87,1,15,13722.84218
67640.03,0,12,30553.3199
47560.87,0,20,10629.6907
59095.23,1,13,19706.3683
78884.25,0,9,30508.25838
34366.22,1,11,34734.38522
28578.93,1,16,29444.48464
79485.96,1,19,21277.08414
55226.23,1,20,13317.2885
25500.57,1,17,16164.21096
33079.8,1,16,14210.4722
77326.95,0,19,14850.98952
93848.4,0,17,25984.40364
58888.09,1,11,23715.23424
32140.47,1,12,27427.98162
73859.64,1,8,19347.48548
41785.06,0,16,15789.23474
72859.68,0,14,16854.61782
34868.28,1,15,17221.54734
73257.92,0,12,31055.43398
79400.66,1,7,15956.6060999999
63985.94,0,8,34773.00938
74323.22,0,16,37933.75314
40191.47,0,19,24877.17772
99647.05,0,15,15119.7493
80022.65,0,12,25609.42742
94490.01,0,13,13516.84666
27764.82,1,12,16376.64384
36050.43,1,20,15971.09016
60764.76,0,12,21394.56596
65568.22,0,16,35886.67266
94773.48,0,9,41303.7111
17360.59,1,20,26824.47912
37481.14,1,20,24405.6411
60887.7,1,10,9219.90886
21947.44,1,14,24008.13412
44618.39,1,11,15443.22664
55139.35,1,12,17768.72294
86572.5,0,14,27326.5932
95394.79,0,11,17464.55768
59442.06,1,16,17651.24112
85701.08,0,14,31087.62078
69550.62,1,16,23666.95404
32691.13,1,16,17553.07138
37193.56,1,19,27532.58872
54899.62,0,18,41509.70662
33924.26,1,8,13903.08826
57401.35,0,8,26768.15222
53493.82,1,18,15505.9909
102767.36,1,17,29557.13844
83418.99,1,14,41063.91944
86802.77,0,13,19912.36382
47123.84,1,11,30777.01816
41707.94,1,19,25786.45482
99353.75,0,14,16004.8863
95171.19,0,9,27683.86668
88258.61,1,7,15877.74844
25725.57,1,19,24901.31782
67318.22,1,14,20103.87528
99664.11,0,12,31266.25752
40928.68,1,18,23391.7569
92865.06,1,18,9562.69828
12153.16,1,19,36272.91426
86057.28,1,10,35458.58822
81600.78,0,16,29685.88564
54050.83,1,9,26343.28646
31392.41,1,16,38297.46398
103115.06,1,11,10471.97538
88417.94,0,7,30229.84256
66698.77,0,18,32394.40486
52146.83,1,13,25392.16652
75672.57,0,18,16577.81134
28161.66,1,18,39282.38006
69759.73,1,17,18274.0557
50529.7,1,19,26502.61112
56938.16,1,10,18974.1186
94794.53,0,17,38434.25788
55447.75,1,13,16447.4548
41084.32,1,17,18557.29954
72676.71,1,15,17627.10102
41968.11,1,7,16350.8944
98635.09,0,6,31306.49102
53296.32,1,8,24196.4269
83143.74,1,9,14644.994
90751,1,7,20470.8048
101407.26,0,16,13465.34778
41497.36,0,18,10265.97986
112299.47,1,3,21549.0626
75026.36,1,20,20259.98126
30874.49,1,10,42238.73764
59053.45,1,18,24658.30748
43349.91,1,10,38546.91168
111899.75,1,12,12543.19596
89307.42,1,5,19426.34314
66886.18,0,17,12599.52286
50019.26,0,12,13024.38862
77527.6,0,20,18919.40104
92525.19,0,9,13016.34192
89139.14,0,5,22345.6859
38304.17,1,15,22632.14842
54925.8,1,20,13619.84442
61886.35,1,14,17046.12928
109257.03,0,19,14290.9392
90359.53,0,10,14437.38914
65637.49,0,9,36174.74452
45233.72,0,10,26666.7638
51939.54,1,12,42900.17638
63913.57,0,9,16415.268
89030.78,0,18,19271.8465
91648.32,1,20,21598.95214
12845.18,1,17,20103.87528
54973.17,0,18,19223.5663
35421.7,1,5,12448.2449
71449.91,0,18,36488.56582
68574.06,1,12,19009.52408
60070.34,0,9,35299.26356
42329.28,1,12,17598.1329
63514.43,1,18,20768.5327
61048.63,0,11,12681.5992
82596.02,1,6,16598.73276
29428.86,1,11,14892.83236
90980.41,0,17,12292.13892
35668.59,1,19,16452.28282
73437.46,0,6,26079.3547
22628.07,1,12,21505.61042
37973.8,1,12,33450.1319
31688.25,1,16,11217.0998
99033.02,0,19,16846.57112
53867.24,0,9,18531.5501
88218.34,0,10,25199.04572
69749.41,0,19,17421.1055
98271.65,1,4,17549.8527
75579.06,0,19,36741.2322
36252,1,4,14823.63074
25715.71,1,20,40153.033
50444.58,1,11,35910.81276
31936.25,1,7,24006.52478
31094.21,1,16,24267.23786
81370.36,1,15,18079.32556
100105.76,1,4,15229.18442
68343.93,0,18,19603.37054
77424.73,0,8,17580.43016
35040.08,1,19,18510.62868
72157.99,1,19,22339.24854
43379.26,1,14,23983.99402
70499.65,0,20,13494.3159
60123.85,0,10,17483.86976
66598.07,0,4,13156.3545
59917.08,1,19,22059.22338
65633.06,0,13,14844.55216
28940.03,1,20,24796.71072
70144.83,1,8,17334.20114
80677.06,1,4,30419.74468
100025.87,1,10,20362.97902
58341.43,1,3,13766.29436
61530.9,0,18,10140.45134
82272.71,1,4,20002.48686
79310.59,0,20,34332.05022
52672.79,1,10,14842.94282
48538.61,1,12,18164.62058
72616.11,0,19,30075.34592
52324.83,1,9,17921.6102399999
65715.37,0,7,15435.17994
69714.85,0,15,26410.87874
37484.3,1,14,41305.32044
84118.46,0,19,16843.35244
50638.68,0,20,27843.19134
55410.69,1,14,17422.71484
17847.04,1,20,24476.45206
43827.21,1,12,19783.61662
84951.05,0,10,36889.29148
104952.87,1,15,18864.68348
47161.7,1,11,14966.862
107063.46,0,12,17736.53614
16313.37,1,16,39271.11468
19194.99,1,18,20929.4667
81931.54,0,20,31670.20186
67158.01,1,19,7777.94022
65151.05,1,20,15475.41344
35610.36,1,12,15073.07844
104893.88,0,18,22566.16548
64482.44,0,16,32452.3411
64878.6,1,11,20121.57802
63668.73,0,18,11806.11824
17741.13,1,14,27323.37452
55233.45,1,14,19810.9754
96340.08,0,18,25079.95456
85908.82,1,7,21167.64902
76519.54,0,20,30490.55564
50744.12,1,20,21994.84978
55896.26,1,17,17437.1989
49453.29,1,17,18996.64936
101133.54,1,17,23234.04158
84524,0,8,20770.14204
78444.37,0,7,29307.69074
60268.95,0,16,26568.59406
74453.36,0,13,25741.3933
82407.13,0,19,9239.22094
62244.07,0,17,36507.8779
48042.03,0,14,33437.25718
96316.39,0,19,27981.59458
89631.29,1,14,23631.54856
97767.6,0,4,33952.24598
95552,1,5,12689.6459
9084.12,1,19,15671.75292
112841.11,1,4,35996.10778
81374.94,0,14,17742.9735
71671.05,1,9,15454.49202
69201.74,0,8,21151.55562
72864.39,1,20,12251.90542
46902.98,1,17,12869.89198
35809.61,1,9,29364.01764
77700.33,0,14,20960.04416
64437.55,1,5,14382.67158
71309.44,0,20,41649.7192
79294.64,0,18,31787.68368
29285.31,1,19,19109.30316
63724.42,1,13,14799.49064
107547.97,0,4,16474.81358
86381.88,0,12,27075.53616
108984.49,0,17,18961.2438799999
89229.6,1,13,18587.877
62779.99,1,9,15056.98504
83348.59,0,19,37549.12088
68721.61,0,8,25063.86116
72246.83,0,16,33551.52032
107648.61,1,5,25916.81136
54278.04,1,18,13587.65762
58968.87,1,7,14580.6204
65021.95,0,16,15095.6092
111149.45,0,15,28969.72934
34023.05,1,20,23317.72726
37932.18,1,12,18167.83926
99827.31,0,13,15637.95678
28901.43,1,15,18362.5694
42597.5,0,14,19075.50702
84120.36,1,9,21396.1753
49526.74,1,17,21058.2139
96015.13,0,13,42773.03852
55817.05,1,16,14807.53734
86352.91,0,15,14648.21268
44670.26,1,1,28340.4774
64545.44,1,14,13640.76584
57232.71,1,19,26731.1374
43177.36,1,18,24960.8634
59405.04,1,10,33588.53514
35951,1,15,10714.98572
74724.82,1,16,18554.08086
54613.42,1,13,30624.13086
54162.22,1,4,35524.57116
96429.5,0,18,12533.53992
88055.06,1,8,21500.7824
87077.74,0,17,27559.9475
80732.81,0,20,32817.66128
67320.5,0,15,18425.33366
57743.47,0,7,30443.88478
55158.8,1,11,19880.17702
91931.16,0,19,17163.6111
40083.88,0,12,30212.13982
54949.13,0,18,22978.15652
101259.19,0,15,20010.53356
60845.01,1,16,19511.63816
115081.43,1,12,22680.42862
92123.27,1,14,41314.97648
111496.75,1,7,12090.97142
51859.29,0,14,27283.14102
32166.62,1,17,27402.23218
37671,1,3,22088.1915
95567.34,1,13,26459.15894
93361.87,0,15,11701.51114
72696.43,0,14,33844.4202
36848.33,1,16,19122.17788
88822.66,1,14,16712.9959
92513.58,0,5,25348.71434
92782.08,0,10,18249.9156
44941.21,1,8,13314.06982
55983.78,1,15,20707.37778
47905.39,1,12,22067.27008
90990.29,0,12,21401.00332
35162.73,1,17,17800.90974
66667.18,1,12,14921.80048
98576.72,0,19,14286.11118
69811.86,0,19,38968.55876
28341.7,1,19,15860.0457
6134.97,1,17,21959.4443
97347.65,0,13,23002.29662
9071.27,1,20,18821.2313
62085.22,0,12,24738.77448
41929.93,0,12,17281.09292
85100.06,0,17,23053.7955
36718.62,1,17,28208.51152
42196.89,1,12,42521.98148
51270.14,1,8,39390.20584
111354.28,0,12,22654.67918
39167.2,1,18,30315.13758
44247.28,1,10,20224.57578
38643.52,1,7,20227.79446
50596.28,1,3,23158.4026
111509.12,0,9,15068.25042
78673.03,1,7,14162.192
89104.33,0,17,44610.9048
71454.32,1,12,19043.32022
51288.9,1,9,14202.4255
41163.58,0,11,39060.29114
62907.82,1,11,13404.19286
113395.48,1,17,15628.30074
40662.57,0,12,12799.08102
58957.62,0,14,22249.1255
64766.54,0,20,19481.0606999999
99962.3,0,20,19110.9125
88129.31,1,6,20443.44602
13341.35,1,16,26637.79568
35079.19,1,15,13137.04242
67692.88,0,12,10578.19182
30890.52,1,10,33073.54634
34597.11,1,17,12346.85648
50698.87,1,5,14057.5849
82866.82,0,15,12984.15512
63921.95,0,15,18386.7095
93719.89,0,20,38279.76124
68031.14,1,9,14651.43136
69851.15,0,5,34480.1095
34824.58,1,6,34126.0547
76754.81,1,5,21574.81204
41608.08,1,15,16416.87734
32790.04,1,9,11526.09308
30987.89,1,8,18523.5034
51915.26,1,19,26706.9973
51056.03,1,14,14173.45738
63863.2,0,12,14324.73534
60849.49,0,9,14289.32986
79575.2,0,20,36836.18326
78503.93,0,15,28171.4967
71494.31,0,15,16853.00848
85709.39,0,6,27162.44052
110745.54,1,18,20317.9175
60193.53,1,17,22099.45688
24764.66,1,19,14474.40396
61549.3,0,10,25651.27026
86737.29,1,20,21330.19236
56417.18,1,6,12795.86234
57527.84,1,16,22641.80446
59115.6,0,10,17619.05432
50118.23,1,18,15641.17546
50002.6,1,16,10116.3112399999
80587.74,1,4,13091.9809
99232.86,0,2,29574.84118
89508.16,1,18,13811.35588
46132.21,1,5,8791.82442
59552.1,1,11,20903.71726
46344.26,1,8,22978.15652
57949.7,0,14,25615.86478
40433.14,1,16,20951.99746
107124.35,0,20,9731.67898
62553.69,0,20,35381.3399
86019.19,0,18,26497.7831
32663.78,1,19,12681.5992
108003.72,1,4,16603.56078
25041.06,1,16,31771.59028
76902.85,0,13,25834.73502
90240.89,0,8,18473.61386
18460.81,1,19,14521.07482
24582.56,1,18,13780.77842
53881.91,1,11,18420.50564
97946.82,0,3,40534.44658
23663.82,1,17,27437.63766
48572.85,1,20,26715.044
68326.64,1,16,29730.94716
24245.86,1,15,18206.46342
95256.05,0,19,29949.8174
100331.82,1,4,29965.9108
83628.45,0,15,19595.32384
107604.18,1,17,24956.03538
29294.59,1,16,15543.00572
54340.25,0,9,14929.84718
33742.51,1,18,33194.24684
75019.27,1,8,18827.66866
96064.11,0,20,26845.40054
106278.8,1,10,28110.34178
108581.09,1,16,33007.5634
67051.88,1,8,16445.84546
112239.92,1,12,17042.9106
44323.82,0,18,23818.232
41056.8,0,16,15678.19028
64745.77,0,16,14381.06224
96372.15,0,13,33472.66266
4618.21,1,18,28260.0104
59496.82,1,5,20485.28886
74391.53,1,16,19693.49358
27339.12,1,18,30289.38814
106511.87,1,18,17952.1877
51025.9,1,11,22785.03572
75499.65,0,16,37415.54566
89662.34,0,13,24407.25044
52533.49,1,14,16083.74396
65816.92,1,19,21286.74018
69942,0,10,18547.6435
73555.59,0,14,19767.52322
69626.78,0,14,18739.15496
104402.76,1,11,21647.23234
88652.2,1,8,19878.56768
20496.4,1,19,23629.93922
56012.87,1,20,27706.39744
96987.25,0,17,48093.51656
61055.04,0,18,17057.3946599999
98384.97,0,12,14582.22974
76632.94,0,11,17902.29816
82110.41,0,15,20374.2444
11907.67,1,20,30453.54082
107343.23,1,6,32622.93114
65244.35,0,20,26386.73864
60854.44,0,20,19114.13118
66741.6,1,10,24753.25854
80490.45,1,12,22102.67556
67618.65,0,17,21074.3073
63424.14,0,12,16177.08568
47434.76,1,2,11746.57266
90854.98,0,10,26045.55856
78837.56,0,17,18695.70278
85810.89,1,12,19044.92956
52448.98,1,11,29689.10432
85744,0,16,33829.93614
71350.12,1,15,19831.8968199999
35813.68,1,19,20633.34814
87378.83,1,18,32986.64198
103641.53,1,15,31040.94992
89262.79,1,19,17546.63402
49066.22,1,20,15533.34968
113468.26,1,12,20638.17616
54275.45,1,19,20630.12946
87402.95,0,17,14570.96436
40508.44,0,17,14086.55302
55063.6,1,6,29682.66696
84739.61,0,13,17374.43464
103203.65,0,9,37582.91702
27527.11,1,16,16943.13152
71597.47,1,8,14999.0488
107053.83,0,20,29141.92872
54612.71,1,11,17207.06328
84758.99,1,19,17421.1055
51061.64,1,20,21494.34504
55589.86,0,16,19233.22234
32086.46,1,12,29154.80344
43188.52,1,12,21175.69572
44166.38,1,13,38550.13036
68945.03,0,12,15069.85976
88732.29,0,12,29922.45862
98153.8,1,17,12002.45772
18932.03,1,14,23011.95266
31198.65,1,19,29124.22598
31013.71,1,10,26594.3435
43151.44,1,13,26800.33902
68854.43,1,18,22881.59612
60473.55,0,16,26496.17376
88391.36,0,14,14057.5849
45820.43,1,20,28187.5901
74644.15,0,17,15758.65728
22267.05,1,19,21611.82686
91645.11,0,3,19952.59732
69730.08,0,16,26832.52582
36566.06,1,15,31977.5858
86475.13,1,14,14863.86424
38923.94,1,12,27633.97714
61159.19,0,10,31601.00024
15499.94,1,19,28754.07778
46689.24,1,19,22590.30558
111189.03,0,12,22355.34194
24808.48,1,19,31782.85566
47115.23,1,14,19487.49806
54373.75,1,12,11516.43704
67224.08,1,16,22419.71554
10760.89,1,20,18687.65608
45128.45,1,19,13846.76136
56532.39,1,18,14661.0874
74098.81,1,19,17628.71036
34884.44,1,14,20346.88562
18180.4,1,15,32478.09054
53613.79,1,19,16086.96264
32083.23,1,20,20932.68538
85607.69,0,10,22373.04468
104512.77,1,14,17131.4243
101737.01,1,7,15839.12428
66708.15,0,16,19118.9592
69052.43,0,16,38117.2179
50522.28,1,18,19271.8465
75285.65,1,15,21294.78688
86452,0,19,18998.2587
109048.67,1,17,14456.70122
46632.23,1,14,30141.32886
103419.98,1,17,29077.55512
45038.34,0,11,10280.46392
74615.84,0,19,31948.61768
48048.31,1,14,27120.59768
100792.51,1,15,27603.39968
59307.23,1,18,9808.9273
43579.84,0,12,35820.68972
60308.7,1,18,17768.72294
80407.91,0,17,22202.45464
35561.36,1,19,40783.89428
22508.9,1,19,35711.2546
97648.67,0,17,21586.07742
104771.28,0,10,26404.44138
45543.74,1,12,24822.46016
10486.43,1,19,16066.04122
69329.34,0,11,33757.51584
90461.26,0,18,16405.61196
100461.6,0,7,30991.06038
88544.3,0,18,27587.30628
76549.8,0,4,36868.37006
63723.93,0,16,24909.36452
46414.46,1,13,12546.4146399999
61057.25,0,20,32729.14758
81908.42,0,11,16964.05294
46926.38,1,20,44041.19844
85963.89,0,19,20961.6535
41954.56,1,17,23475.44258
42841.64,1,18,28612.45586
89868.62,1,17,20234.23182
83725.52,0,10,23605.79912
114700.83,1,6,13193.36932
35977.75,1,14,26414.09742
63916.71,1,18,12306.62298
106752.67,1,14,34703.80776
84010.74,0,6,12943.92162
34972.4,1,12,21565.156
23156.6,1,17,21386.51926
67792.79,0,12,27078.75484
74772.72,0,20,25475.8522
89511.44,0,6,30947.6082
116481.55,1,7,23451.30248
47176.41,1,10,16383.0812
61736.23,0,16,30789.89288
62838.9,0,11,33052.62492
56234.6,1,15,26270.86616
52942.7,1,8,23000.68728
43996.32,1,14,20021.79894
48997.02,1,19,10022.96952
29935.4,1,15,17899.07948
16621.95,1,19,14250.7057
65195.62,0,11,13870.90146
105517.3,1,6,20411.25922
88560.38,0,18,28348.5241
109206.53,1,19,21484.689
103734.09,1,15,9192.55007999999
46677.85,0,18,31930.91494
24255.39,1,11,25807.37624
92720.28,0,14,27979.9852399999
76489.75,0,9,25429.18134
70695.04,0,6,22752.84892
68480.58,0,5,24334.83014
34272.72,1,20,17855.6273
90516.27,0,8,13948.14978
46159.86,1,11,15412.64918
38585.76,1,20,46205.76074
87169.41,0,20,23119.77844
39759.47,1,19,18959.63454
85480.98,1,9,14751.21044
28144.77,1,18,16276.86476
107974.23,1,11,13730.88888
50053.7,1,13,20733.12722
28968.07,1,14,23528.5508
53612.69,1,12,28316.3373
23943.61,1,17,18880.77688
77319.44,0,16,14035.05414
98401.11,0,17,9606.15046
101794.42,1,7,19941.33194
30415.94,1,19,24392.76638
82835.54,0,15,25646.44224
19067.67,1,19,19394.15634
38933.71,1,20,30208.92114
97813.52,1,11,28636.59596
43145.52,1,11,20770.14204
51754.81,0,18,40116.01818
64113.73,1,14,14801.0999799999
85308.87,0,13,16630.91956
89157.36,0,12,30968.52962
77837.98,0,6,22009.33384
54826.14,1,4,29986.83222
91409.3,0,10,26998.28784
100259.07,1,20,19310.47066
93186.61,0,13,36332.45984
102477.99,1,5,17342.24784
40152.67,1,18,15760.26662
92393.39,0,11,38862.34232
49053.77,1,3,25969.91958
80041.17,0,15,18539.5968
76805.25,0,19,23232.43224
38713.98,1,9,21240.06932
11136.46,1,15,38543.693
26900.25,1,20,18121.1684
102691.94,1,15,44530.4378
90032.75,0,15,14440.60782
37021.58,1,17,35286.38884
36368.45,1,6,19558.30902
96534.04,0,13,15093.99986
111564.83,1,6,26299.83428
84625.76,0,18,39106.962
33125.82,1,14,10835.68622
63492.06,1,3,18340.03864
58709.98,1,15,14570.96436
71291.38,1,16,18592.70502
41709.63,0,20,19786.8353
92688.46,1,12,19176.89544
89753.83,0,17,21233.63196
51128.62,1,7,21476.6423
78976.26,1,17,17221.54734
107740.4,1,9,16822.43102
92643.42,0,14,25353.54236
101300.26,1,14,11555.0612
78323.94,0,14,17126.59628
81619.54,0,14,35905.98474
86424.19,0,12,11278.25472
65849.03,0,8,23330.60198
113696.35,1,15,17050.9573
16846.42,1,16,19238.05036
51261.52,1,17,25472.63352
45082.46,1,12,21718.0433
39731.25,1,15,13838.71466
44956.66,1,19,12786.2063
89201.6,0,14,18138.87114
98574.61,0,13,29854.86634
81085.12,0,11,38197.6849
75568.11,0,12,12924.60954
63474.78,0,10,25979.57562
53676.33,1,19,14360.14082
50001.65,1,14,15629.91008
29000.26,1,14,16629.31022
81267.94,0,10,12338.80978
93760.72,1,10,19368.4068999999
98254.31,1,10,20760.486
98080.45,0,18,27217.15808
52874.38,0,12,26974.14774
56571.12,1,13,30318.35626
31123.28,1,13,13359.13134
38900.88,1,12,16574.59266
22697.31,1,19,21331.8017
81282.86,0,19,31388.56736
35027.23,1,17,16861.05518
49926.2,1,5,10230.57438
6328.16,1,19,37742.24168
65595.32,0,12,24127.22528
30902.98,1,10,11566.32658
52751.46,0,19,15262.98056
89543.75,0,8,24663.1355
86836.53,0,20,32188.40934
77442.9,0,16,31124.6356
47053.89,1,17,15526.91232
71913.63,0,10,30120.40744
43214.75,1,7,22292.57768
36522.26,1,20,11614.60678
35267.69,1,15,18343.25732
62521.72,0,16,36800.77778
92953.93,0,9,32431.41968
72125.11,0,16,35510.0871
67635.49,0,11,29975.56684
108868.07,1,7,28752.46844
57875.07,1,9,16609.99814
73783.74,0,13,19769.13256
60079.33,0,12,21922.42948
79712.11,1,11,17009.11446
85050.25,0,13,15806.93748
75653.63,0,6,26452.72158
113662.56,0,18,27701.56942
88911,1,20,15333.79152
93977.48,0,11,29764.7433
98801.36,0,16,33273.1045
30933.89,1,12,16460.32952
78066.34,0,19,15924.4193
59906.88,1,11,38633.81604
62361.2,0,18,16956.00624
76713.55,0,16,14991.0021
94452.47,0,20,22517.88528
36371.45,1,12,20353.32298
85020.98,0,7,33186.20014
51608.14,1,20,31853.66662
61521.62,1,10,20140.8901
26627.12,1,17,28308.2906
70520.93,0,14,46477.7391999999
46650.77,1,4,17273.04622
86727.38,0,15,34974.17688
90840.15,1,18,13013.12324
76551.54,0,10,37270.70506
74549.18,0,11,26779.4176
100716.85,0,16,11255.72396
23301.53,1,16,32238.29888
60180.35,0,12,10954.77738
19346.96,1,11,20808.7662
19636.42,1,18,19101.25646
89632.24,0,11,11844.7424
104662.27,1,7,19923.6292
62351.38,1,16,16539.18718
97929.91,0,5,12385.48064
58290.66,1,18,12754.0195
38546.2,1,5,32793.52118
70641.02,1,16,20834.51564
61244.1,0,15,32481.30922
32246.68,1,18,16416.87734
30752.2,1,9,28466.00592
38156.65,1,4,20420.91526
42121.53,1,13,14680.39948
41018.91,1,14,23906.7457
34335.38,1,7,17084.75344
87755.58,0,16,16492.51632
70330.49,0,12,25372.85444
45419.71,1,5,15179.29488
39437.61,1,11,15333.79152
91128.37,0,19,22622.49238
89756.59,0,17,36934.353
41426.11,1,20,20857.0464
97281.91,1,10,15227.57508
57760.91,1,18,27901.12758
30551.07,1,14,17548.24336
61278.4,0,19,29080.7738
76491.69,1,7,21359.16048
92790.02,0,3,24302.64334
35505.92,1,18,22513.05726
41967.13,1,20,16661.49702
65197.51,0,10,42642.68198
54203.34,1,10,12712.17666
47802.61,1,15,23712.01556
42454.28,1,16,25651.27026
29815.96,1,7,21664.93508
56689.71,0,11,24021.00884
28841.19,1,10,25591.72468
77624.3,0,14,27022.42794
78166.42,1,13,23105.29438
8510.75,1,18,17874.93938
72458.8,0,17,16835.30574
38755.39,1,14,23139.09052
89598.67,1,15,12852.18924
45034.5,1,12,15765.09464
110770.93,0,2,20306.65212
69432.38,0,5,16928.64746
61257.89,0,13,23456.1305
92084.2,0,18,17314.88906
91994.78,1,20,18166.22992
35527.6,1,20,18681.21872
35923.73,1,16,19215.5196
76536.87,1,9,22928.26698
62952.55,1,16,22720.66212
71870.29,0,16,32122.4264
32239.07,1,17,24202.86426
76327.8,0,18,19675.79084
55399.23,1,10,12974.49908
104235.13,1,10,18214.51012
54581.33,1,15,28317.94664
75019.46,0,16,20185.95162
85949.61,0,15,25145.9375
42186.37,1,12,13513.62798
76551.32,0,14,17829.87786
75186.48,0,14,37404.28028
93402.97,0,18,16259.16202
66059.65,0,20,16188.3510599999
107867.46,0,10,15507.60024
64310.36,0,5,19452.09258
89792.69,0,20,23285.54046
35536.78,1,8,23673.3914
29891.08,1,18,24833.72554
22929.28,1,19,10645.7841
76632.79,0,12,17553.07138
57133.2,1,13,18537.98746
62042.48,1,19,21169.25836
77237.23,0,13,29996.48826
39116.82,1,19,29586.10656
18549.25,1,16,18565.34624
43348.77,1,18,25643.22356
72149.13,0,11,22878.37744
96437.18,0,15,39012.01094
86267.24,0,14,26838.96318
35785.45,1,16,20594.72398
39265.48,1,10,27687.08536
102316.62,1,11,29557.13844
71261.65,0,15,27308.89046
69013.7,1,13,22459.94904
31212.02,1,18,19477.84202
101026.55,0,6,19057.80428
72880.23,1,15,12216.49994
106292.76,0,9,14194.3788
67692.65,1,18,12169.82908
34993.88,1,20,20208.48238
11627.5,1,17,22974.93784
106275.82,1,20,14813.9747
106590.98,0,17,26436.62818
102929.47,0,2,30448.7128
47844.01,1,5,18919.40104
88566.31,0,18,15913.15392
48608.58,0,4,16083.74396
49186.56,1,15,27022.42794
84518.74,0,20,17313.27972
77527.54,0,19,35683.89582
31479.94,1,11,17245.68744
105945.01,0,7,21590.90544
41407,0,14,6237.80184
60163.52,0,9,27598.57166
59327.55,1,13,22109.11292
99599.87,0,18,48399.29116
29028.7,1,16,18703.74948
32650.28,1,20,10652.22146
83562.91,0,14,29516.90494
44494.24,1,6,29924.06796
49773.3,0,20,21412.2687
45464.93,1,17,21804.94766
76391.29,1,11,19812.58474
28025.78,1,10,35817.47104
46395.69,1,19,22632.14842
92784.74,0,5,39824.72764
37963.4,1,20,28010.5627
84682.49,0,14,28454.74054
56382.03,0,18,18708.5775
25187.74,1,20,31304.88168
23711.93,1,18,19410.24974
28406.22,1,20,28609.23718
39049.68,1,15,15269.41792
48010.56,0,8,12115.11152
54304.01,1,12,15330.57284
81747.69,0,6,31024.85652
74647.78,0,8,31861.71332
73267.71,0,20,16756.44808
72137.1,1,16,11062.60316
52436.45,1,16,30447.10346
65083.74,0,11,27458.55908
101234.54,1,19,18874.33952
75198.84,0,18,36731.57616
66987.49,0,17,17606.1796
101602.21,1,4,25517.69504
117082.71,1,7,22006.11516
79364.6,0,17,11360.33106
85775.65,0,12,32404.0609
76326.47,1,20,19030.4455
118225.56,1,11,17459.72966
60032.52,1,16,17767.1136
69106.79,0,14,22942.75104
